x,i_f,i_s,Coil1 Flux Linkage,Coil2 Flux Linkage,x-direction Magnetic Force
5,0.0,0.0,-0.000984947784874707,0.004944751920176494,0.11524347328406033
6,0.0,0.0,-0.0012224366944906821,0.005477239968274752,0.07736366106144446
7,0.0,0.0,-0.001369527908149013,0.005729457222257369,0.010982786688715647
8,0.0,0.0,-0.0014120717599593721,0.005604266558489235,-0.0562964386138797
9,0.0,0.0,-0.0013752034038970612,0.005193433779090553,-0.09780857034083039
10,0.0,0.0,-0.001286172402031406,0.004593213038371605,-0.13050128063250777
11,0.0,0.0,-0.001160329488635933,0.0038679526946574505,-0.13891532285520317
12,0.0,0.0,-0.0010340670766897202,0.003172143201883236,-0.1040399990700764
13,0.0,0.0,-0.0009283846250601834,0.0026097048896856936,-0.07037868214264262
14,0.0,0.0,-0.0008378170876667928,0.0021547227799379805,-0.049264416918860764
15,0.0,0.0,-0.0007583795820844099,0.0017858765843290418,-0.036622664741269614
16,0.0,0.0,-0.00068723154821161,0.0014837736648825122,-0.02739787965884788
17,0.0,0.0,-0.0006249981877543633,0.0012344241672355713,-0.023432989928685824
18,0.0,0.0,-0.0005685744693688182,0.0010279272582408865,-0.014012439242353153
19,0.0,0.0,-0.000518231525405589,0.0008579616489779989,-0.015017025578093573
20,0.0,0.0,-0.00047247475198041497,0.0007162674815839892,-0.009924477468232447
0,1.0,0.0,0.0017431469429497902,0.00174347392829052,-0.0018687201908649418
1,1.0,0.0,0.0009946746426302874,0.00259607795630379,0.07747464887696709
2,1.0,0.0,0.00031360036462318725,0.003596632940937355,0.16129564682186834
3,1.0,0.0,-0.0003259289673801508,0.0047827421527091366,0.26435049657449744
4,1.0,0.0,-0.0009019481843098315,0.006014484141129223,0.2701994971022359
5,1.0,0.0,-0.0013650132376074094,0.007052645475076102,0.2237801816919863
6,1.0,0.0,-0.0017105510607803732,0.0078044066193334646,0.1496256172911315
7,1.0,0.0,-0.0019279325672221042,0.008162863508118647,0.018663478913744196
8,1.0,0.0,-0.0019973621228317985,0.007992266989136,-0.11434229444456477
9,1.0,0.0,-0.0019537017659564293,0.007419824889300359,-0.19546182779731072
10,1.0,0.0,-0.0018354056389257496,0.006581217891147472,-0.25784486108255433
11,1.0,0.0,-0.00166376358082479,0.005564952213964576,-0.27197181191127645
12,1.0,0.0,-0.001490100444026764,0.004587982741113016,-0.20476121929558888
13,1.0,0.0,-0.001344311091930944,0.00379715712767256,-0.13744697523467844
14,1.0,0.0,-0.0012183307264663982,0.003154001865325238,-0.09514760167242803
15,1.0,0.0,-0.0011069220318372455,0.0026295207513267315,-0.06912055740919953
16,1.0,0.0,-0.0010064535985364188,0.0021972486265447303,-0.05277860975725628
17,1.0,0.0,-0.0009176946287573755,0.0018370945433751344,-0.04202455966022537
18,1.0,0.0,-0.000836634834263682,0.0015364742782617473,-0.028865516791748737
19,1.0,0.0,-0.0007637156000755187,0.0012868957229318862,-0.02827852633819728
20,1.0,0.0,-0.000697213925547316,0.0010776905467821199,-0.019186714710105947
0,2.0,0.0,0.0023016982370779,0.0023021616370171266,-0.002181304438743757
1,2.0,0.0,0.001329970737233779,0.0034065755400799797,0.1268620246227205
2,2.0,0.0,0.0004438769994884666,0.004700372787939781,0.26464842097906005
3,2.0,0.0,-0.00038895262779106997,0.00623230943943826,0.43642021324252633
4,2.0,0.0,-0.0011404138879817442,0.007822229615549169,0.4453719473360439
5,2.0,0.0,-0.001745976772659559,0.009161565435647468,0.3677338324110178
6,2.0,0.0,-0.0021995678954783437,0.010132550674703852,0.24602748980362993
7,2.0,0.0,-0.002487239351360939,0.010597211537464056,0.02804600866621091
8,2.0,0.0,-0.002583573718331811,0.010381219541538148,-0.19305142796858282
9,2.0,0.0,-0.0025331509281692473,0.00964720554520213,-0.32602912218578173
10,2.0,0.0,-0.0023856270603418855,0.008570272553723437,-0.42833485752002326
11,2.0,0.0,-0.0021682258151868978,0.007263075043208944,-0.450519726545408
12,2.0,0.0,-0.0019471850727715142,0.006005005076758486,-0.33741535960705676
13,2.0,0.0,-0.001761278122679194,0.00498580195758274,-0.2261801751701747
14,2.0,0.0,-0.001599839437462882,0.00415444300260135,-0.1542456811114703
15,2.0,0.0,-0.0014563897339040066,0.0034742737573700256,-0.1113382842023439
16,2.0,0.0,-0.0013265269625940606,0.0029117728797820575,-0.08505640542714638
17,2.0,0.0,-0.0012111831052710297,0.0024407774137930635,-0.06634310020651905
18,2.0,0.0,-0.001105449705207818,0.0020460338248644524,-0.04855139526458718
19,2.0,0.0,-0.001009929241264266,0.0017168186027168662,-0.04464578418792615
20,2.0,0.0,-0.0009226479598806949,0.0014400038650416436,-0.03015307133209407
0,-2.0,1.0,0.02580630218924317,0.025813448111949105,0.0021316602181064223
1,-2.0,1.0,0.02542104226633682,0.02634225567938377,0.3124916771871322
2,-2.0,1.0,0.025046397268001074,0.027133258555628426,0.6569407378749647
3,-2.0,1.0,0.024671877861070626,0.028294895275508294,1.0044772410998888
4,-2.0,1.0,0.02431617774240541,0.029609311411423415,0.9592117461012051
5,-2.0,1.0,0.024058440367119908,0.030655929238850882,0.7339732094648813
6,-2.0,1.0,0.023900182638486357,0.03138846357592663,0.45964620848463644
7,-2.0,1.0,0.023842997013197927,0.03172542328619202,-0.024702060344228137
8,-2.0,1.0,0.023943526782789933,0.03145059096154235,-0.5055337898628651
9,-2.0,1.0,0.02413921840383112,0.030743860480401154,-0.812442265028931
10,-2.0,1.0,0.024387718894903935,0.029728413228353238,-1.0789062446625461
11,-2.0,1.0,0.02468070114195161,0.02851264517496597,-1.187486101709524
12,-2.0,1.0,0.024942260381919365,0.027409022003371055,-0.9321940491511758
13,-2.0,1.0,0.02512331481750912,0.02668716704746934,-0.675167251560238
14,-2.0,1.0,0.02523506020460851,0.02624310421181715,-0.4930323750813031
15,-2.0,1.0,0.02528509773288958,0.025956197918298826,-0.3729284947929821
16,-2.0,1.0,0.025308969828148127,0.0257889934103706,-0.28532696588644446
17,-2.0,1.0,0.025351049985320773,0.025682877480143532,-0.228714416038083
18,-2.0,1.0,0.0253499384139389,0.0256132352293075,-0.17928096491214943
19,-2.0,1.0,0.025388072760625036,0.025574555035086287,-0.14300568769017877
20,-2.0,1.0,0.025389014049444072,0.02555812452420728,-0.11362741821469646
0,-1.0,1.0,0.026365811650442297,0.026373090945147247,0.0009306692087681853
1,-1.0,1.0,0.025756705909350565,0.02715412907845599,0.43893207609890406
2,-1.0,1.0,0.025176658751187287,0.02823806936186204,0.9233329815858389
3,-1.0,1.0,0.02460832491611973,0.029744995496068433,1.4028428283855754
4,-1.0,1.0,0.02407718550648913,0.03141674531541194,1.3555959487295788
