0.02775,0,0
0.027832,0,0
0.027915,0,0
0.028,0,0
0.056,0,0
0.07,0,0
0.027513,0.003622,0
0.027594,0.003633,0
0.027676,0.003644,0
0.02776,0.003655,0
0.028653,0.003772,0
0.038151,0.005023,0
0.041492,0.005463,0
0.055521,0.007309,0
0.069401,0.009137,0
0.038591,0.001681,0
0.028853,0.00165,0
0.028766,0.002779,0
0.027873,0.002661,0
0.028314,0,0
0.028671,0,0
0.029078,0,0
0.029541,0,0
0.030068,0,0
0.030668,0,0
0.031351,0,0
0.032128,0,0
0.033013,0,0
0.03402,0,0
0.035166,0,0
0.036471,0,0
0.037956,0,0
0.039646,0,0
0.041571,0,0
0.043761,0,0
0.046254,0,0
0.049092,0,0
0.052323,0,0
0.0595,0,0
0.063,0,0
0.0665,0,0
0.027749,0.000242,0
0.027746,0.000484,0
0.02774,0.000726,0
0.027733,0.000968,0
0.027724,0.00121,0
0.027712,0.001452,0
0.027698,0.001694,0
0.027682,0.001936,0
0.027664,0.002177,0
0.027644,0.002419,0
0.027622,0.00266,0
0.027598,0.002901,0
0.027572,0.003141,0
0.027543,0.003382,0
0.027831,0.000243,0
0.027828,0.000486,0
0.027823,0.000729,0
0.027816,0.000971,0
0.027806,0.001214,0
0.027794,0.001457,0
0.027781,0.001699,0
0.027765,0.001941,0
0.027747,0.002184,0
0.027727,0.002426,0
0.027704,0.002668,0
0.02768,0.002909,0
0.027654,0.003151,0
0.027625,0.003392,0
0.027914,0.000244,0
0.027911,0.000487,0
0.027905,0.000731,0
0.027898,0.000974,0
0.027888,0.001218,0
0.027877,0.001461,0
0.027863,0.001704,0
0.027847,0.001947,0
0.027829,0.00219,0
0.027809,0.002433,0
0.027786,0.002676,0
0.027762,0.002918,0
0.027736,0.00316,0
0.027707,0.003402,0
0.027939,0.003678,0
0.028117,0.003702,0
0.028296,0.003725,0
0.028474,0.003749,0
0.02885,0.003798,0
0.029055,0.003825,0
0.029269,0.003853,0
0.029492,0.003883,0
0.029724,0.003913,0
0.029966,0.003945,0
0.030218,0.003978,0
0.03048,0.004013,0
0.030753,0.004049,0
0.031037,0.004086,0
0.031334,0.004125,0
0.031642,0.004166,0
0.031964,0.004208,0
0.032298,0.004252,0
0.032647,0.004298,0
0.03301,0.004346,0
0.033388,0.004396,0
0.033782,0.004447,0
0.034192,0.004502,0
0.03462,0.004558,0
0.035065,0.004616,0
0.035528,0.004677,0
0.036011,0.004741,0
0.036514,0.004807,0
0.037037,0.004876,0
0.037583,0.004948,0
0.038708,0.005096,0
0.039265,0.005169,0
0.039821,0.005243,0
0.040378,0.005316,0
0.040935,0.005389,0
0.042155,0.00555,0
0.042994,0.00566,0
0.044059,0.0058,0
0.045408,0.005978,0
0.047119,0.006203,0
0.049288,0.006489,0
0.052036,0.006851,0
0.058991,0.007766,0
0.062461,0.008223,0
0.065931,0.00868,0
0.069933,0.003053,0
0.069734,0.006101,0
0.05588,0.003663,0
0.041518,0.004876,0
0.041441,0.004293,0
0.041264,0.003733,0
0.040993,0.003212,0
0.040635,0.002746,0
0.040202,0.002349,0
0.039707,0.002033,0
0.039164,0.001809,0
0.038018,0.00168,0
0.037445,0.001678,0
0.036872,0.001676,0
0.036299,0.001674,0
0.035727,0.001672,0
0.035154,0.00167,0
0.034581,0.001669,0
0.034008,0.001667,0
0.033435,0.001665,0
0.032863,0.001663,0
0.03229,0.001661,0
0.031717,0.001659,0
0.031144,0.001657,0
0.030571,0.001656,0
0.029998,0.001654,0
0.029426,0.001652,0
0.028827,0.002054,0
0.028803,0.002363,0
0.028783,0.002599,0
0.028588,0.002755,0
0.028409,0.002731,0
0.02823,0.002708,0
0.028052,0.002684,0
0.028746,0.002978,0
0.028725,0.003176,0
0.028702,0.003375,0
0.028678,0.003574,0
0.027854,0.00286,0
0.027832,0.003059,0
0.02781,0.003258,0
0.027786,0.003456,0
0.027999,0.000178,0
0.027998,0.000355,0
0.027995,0.000533,0
0.027991,0.000711,0
0.027986,0.000888,0
0.02798,0.001066,0
0.027972,0.001243,0
0.027964,0.001421,0
0.027954,0.001598,0
0.027944,0.001775,0
0.027932,0.001953,0
0.027919,0.00213,0
0.027905,0.002307,0
0.02789,0.002484,0
0.028227,0.003559,0
0.0283,0.002864,0
0.027991,0.003176,0
0.028548,0.003257,0
0.028021,0.002972,0
0.028175,0.003108,0
0.028152,0.003282,0
0.028317,0.003216,0
0.02797,0.003374,0
0.02852,0.003453,0
0.028563,0.003056,0
0.028478,0.002898,0
0.028052,0.003548,0
0.028315,0.003411,0
0.028358,0.003037,0
0.028396,0.003587,0
0.02813,0.002833,0
0.028628,0.002893,0
0.028146,0.003435,0
0.027903,0.00354,0
0.028544,0.003627,0
0.027986,0.002802,0
0.028193,0.002962,0
0.02845,0.003151,0
0.028432,0.003327,0
0.041881,0.003868,0
0.028148,0.000804,0
0.028154,0.001164,0
0.028065,0.002231,0
0.028858,0.00032,0
0.043717,0.004893,0
0.028091,0.001874,0
0.0413,0.002633,0
0.028151,0.000447,0
0.028346,0.002578,0
0.028116,0.001518,0
0.046438,0.004766,0
0.029763,0.000402,0
0.02857,0.002227,0
0.029126,0.001147,0
0.030874,0.00112,0
0.028691,0.001245,0
0.032586,0.001162,0
0.040156,0.001768,0
0.05079,0.004634,0
0.031762,0.000606,0
0.044849,0.002033,0
0.02863,0.00248,0
0.028511,0.000299,0
0.028616,0.000634,0
0.033723,0.001151,0
0.037103,0.001254,0
0.029011,0.000694,0
0.043028,0.001848,0
0.034869,0.001148,0
0.028489,0.001549,0
0.036015,0.001177,0
0.028577,0.001891,0
0.028382,0.002054,0
0.028354,0.002281,0
0.042666,0.004813,0
0.043187,0.00402,0
0.044331,0.003822,0
0.047131,0.001932,0
0.041676,0.003231,0
0.029703,0.001201,0
0.029275,0.000363,0
0.038969,0.001303,0
0.038391,0.00108,0
0.048419,0.004708,0
0.030318,0.000449,0
